Юр. лицо,ФИО,Адресс,Регион,ОГРН ,ИНН,Основной вид деятельности
"ООО ""ТОРГОВО-ТОПЛИВНАЯ КОМПАНИЯ""",АМИРЯН АРСЕН ВЛАДИМИРОВИЧ,"685000, Область Магаданская, г. Магадан, Улица Якутская, Дом 63/20, Офис 13",Магаданская область,1154910000717,4909121680,46.71
"ООО ""ЕВРОДРОВА-ТОПЛИВНЫЕ БРИКЕТЫ""",МИЯТА АЛЕКСАНДР ЕНТЕГИЕВИЧ,"664007, Область Иркутская, г. Иркутск, Переулок Мопра, Дом 3, Квартира 29",Иркутская область,1163850069668,3808194970,16.29
"ООО ""СТАВРОПОЛЬСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",МОЛЧАНОВ АЛЕКСАНДР ЕВГЕНЬЕВИЧ,"355045, Край Ставропольский, г. Ставрополь, Улица Пирогова, Дом 15, Корпус 1, Офис 416",Ставропольский край,1152651000457,2635207033,46.71
"ООО ""САМАРСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",КУЗНЕЦОВ НИКОЛАЙ ПЕТРОВИЧ,"443068, Область Самарская, г. Самара, Улица Лейтенанта Шмидта, 1, Секция 1",Самарская область,1026303506316,6367009190,02.40
"ООО ""ПРИВОЛЖСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",НИКОЛАШИН АНДРЕЙ ВЛАДИМИРОВИЧ,"603003, Область Нижегородская, г. Нижний Новгород, Улица Коминтерна, 139, Офис 208",Нижегородская область,1145263007504,5263111158,46.71
"ООО ""ЧЕХОВСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",БОРИСОВ ДМИТРИЙ НИКОЛАЕВИЧ,"119019, г. Москва, Бульвар Никитский, 11/12, Троение 1",Москва,1115048002255,5048027803,46.71
"ООО ""УРАЛЬСКИЙ ТОПЛИВНЫЙ ЦЕНТР""",ГРАБОВСКИЙ ВЯЧЕСЛАВ ЕВГЕНЬЕВИЧ,"620014, Область Свердловская, г. Екатеринбург, Улица Радищева, Дом 28, Офис 1216",Свердловская область,1156671000441,6671002230,46.71
"ООО ""НОВАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ФЕДОРОВ ВЛАДИМИР МИХАЙЛОВИЧ,"Область Тверская, Район Калининский, Километр Автодорога Москва-С. Петербург 167 Км, Дорога А/Д Москва-С. Петербург, 167 Км+669 М. (Лево)",Тверская область,1046900103667,6924012464,68.20
"ООО ""ТОПЛИВНАЯ КОМПАНИЯ БОРКИ""",ПОЛЬСКИЙ СЕРГЕЙ АЛЕКСАНДРОВИЧ,"390019, Область Рязанская, г. Рязань, Поселок Шпалозавода, Дом 14в",Рязанская область,1166234070958,6234161195,46.71
"ООО ""ТОПЛИВНО-ЗАПРАВОЧНЫЙ КОМПЛЕКС""",БЛАГОРОДОВ НИКОЛАЙ ПЕТРОВИЧ,"347140, Область Ростовская, Район Обливский, Станица Обливская, Улица Гагарина, Дом 75",Ростовская область,1156192000304,6124003911,47.30
"ООО ""СИБИРСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ПАРАМОНОВ ИЛЬЯ КОНСТАНТИНОВИЧ,"630033, Область Новосибирская, г. Новосибирск, Улица Мира, Дом 62, Офис 218",Новосибирская область,1175476099336,5403034837,46.71
"ООО ""МЕЖДУНАРОДНАЯ ТОПЛИВНАЯ КОМПАНИЯ""",КЛИМКОВА ЮЛИЯ МИХАЙЛОВНА,"105062, г. Москва, Улица Покровка, Дом 41, Строение 2, Кабинет 2",Москва,1167746255368,9701034614,64.99
"ООО ""СИМБИРСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",КВИТКО НАТАЛЬЯ ВЛАДИМИРОВНА,"173020, Область Новгородская, г. Великий Новгород, Улица Пестовская, 6, 1, 3",Новгородская область,1075321004285,5321118130,46.71
"ООО ""СИБИРСКИЕ ТОПЛИВНЫЕ СИСТЕМЫ""",СКОРОХОДОВ МИХАИЛ АЛЕКСЕЕВИЧ,"628606, Автономный Округ Ханты-Мансийский Автономный Округ - Югра, г. Нижневартовск, Проспект Победы, Дом 6, Офис 51",Ханты-Мансийский автономный округ,1158617000585,8603215900,45.20
"ООО ""ЦЕНТР ТОПЛИВНЫХ РЕШЕНИЙ""",КАРСАКОВ АЛЕКСАНДР ГЕННАДЬЕВИЧ,"111033, г. Москва, Улица Красноказарменная, Дом 2, Строение 6",Москва,1167746608380,7722368477,46.71
"ООО ""УСОЛЬСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ЗАГАЕВСКИЙ АНАТОЛИЙ СТАНИСЛАВОВИЧ,"665452, Область Иркутская, г. Усолье-Сибирское, Улица Менделеева, Дом 59",Иркутская область,1113851004013,3851004921,47.3
"ООО ""НИЖНЕКАМСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",БУСЛАЕВ ПАВЕЛ ВЛАДИМИРОВИЧ,"423582, Республика Татарстан, Район Нижнекамский, г. Нижнекамск, Проспект Шинников, 44, 46",Республика Татарстан,1141651002657,1651072889,46.71
"ООО ""РУССКИЙ ТОПЛИВНЫЙ БРИКЕТ""",КАРПОВ ИВАН ИВАНОВИЧ,"301336, Область Тульская, Район Веневский, Село Бельково",Тульская область,1027101588030,7123011439,46.90
"ООО ""БЕЛГОРОДСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",СОЛОДОВА НАТАЛИЯ ЮРЬЕВНА,"308009, Область Белгородская, г. Белгород, Бульвар Свято-Троицкий, Дом 38",Белгородская область,1163123059670,3123384850,46.71
"ООО ""РЕГИОНАЛЬНАЯ ТОПЛИВНАЯ КОМПАНИЯ""",КУТЕМИНСКИЙ ОЛЕГ АНАТОЛЬЕВИЧ,"450112, Республика Башкортостан, г. Уфа, Улица Ульяновых, Дом 60, Помещение 21",Республика Башкортостан,1150280042660,0277904510,46.71
"ООО ""РЕГИОНАЛЬНАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ЕГОРОВ СТАНИСЛАВ БОРИСОВИЧ,"390000, Область Рязанская, г. Рязань, Километр 196 Километр (Окружная Дорога), 12",Рязанская область,1096230003308,6230068124,47.30
"ООО ""КУРОВСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ТУРЧИНЕЦ СЕРГЕЙ ИЛАРЬЕВИЧ,"142600, Область Московская, г. Орехово-Зуево, Улица Бабушкина, Дом 2-А, Офис 21",Московская область,1165034051160,5034052408,46.71
"ООО ""САМАРСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ТАВКЕВИЧ ПЕТР ГЕННАДЬЕВИЧ,"443068, Область Самарская, г. Самара, Улица Лейтенанта Шмидта, 1, Секция 1, Офис 7",Самарская область,1146316002832,6316197065,46.71
"ООО ""ЯКУТСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ЕФИМОВ ВАСИЛИЙ МОИСЕЕВИЧ,"677000, Республика Саха /Якутия/, г. Якутск, Улица Орджоникидзе, 35, 7",Республика Саха,1041402197650,1435155153,19.20
"ООО ""ПЕРВАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ТРУШНИКОВА СВЕТЛАНА НИКОЛАЕВНА,"196140, г. Санкт-Петербург, Шоссе Волхонское, Дом 115, Корпус 5, Лит А, Кабинет 1",Санкт-Петербург,1177847162503,7807169142,47.30
"ООО ""ВАНИНСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ПЕТРИЧЕНКО НИКОЛАЙ ВЛАДИМИРОВИЧ,"682860, Край Хабаровский, Район Ванинский, Рабочий Поселок Ванино, Бульвар Приморский, 8, 20",Хабаровский край,1132709000159,2709014448,46.71
"ООО ТОПЛИВНАЯ КОМПАНИЯ ""СЕВЕР""",МИШУРОВ НИКОЛАЙ ВЛАДИМИРОВИЧ,"150001, Область Ярославская, г. Ярославль, Улица Нагорная, 9/31, Помещение 1",Ярославская область,1117604007839,7604205437,46.7
"ООО ""БОГОРОДСКОЕ ТОПЛИВНОЕ ПРЕДПРИЯТИЕ""",ЛАНТРАТОВА ЕКАТЕРИНА АНАТОЛЬЕВНА,"142430, Область Московская, Район Ногинский, Село Ямкино, Км 35+350 А-107 Ммк ""Ярославско-Горьковское Шоссе"", Строение 3, (Правая Сторона)",Московская область,1165031051240,5031120113,46.71
"ООО ""ЧЕЛНИНСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ПОПОВ РОМАН ВИКТОРОВИЧ,"423888, Республика Татарстан, Район Тукаевский, Село Шильнебаш, Улица Школьная, Дом 30, Квартира 3",Республика Татарстан,1161674051241,1639056954,46.39
"ООО ""ОБЪЕДИНЕННАЯ ТОПЛИВНАЯ КОМПАНИЯ""",СУГАК ИЛЬЯ НИКОЛАЕВИЧ,"180007, Область Псковская, г. Псков, Улица Максима Горького, 1, 233",Псковская область,1116027000980,6027133785,46.71
"ООО ""ТОПЛИВНАЯ КОМПАНИЯ ""СЛАВЯНЕ""",КВАША ЮРИЙ ИВАНОВИЧ,"305018, Область Курская, г. Курск, Проезд Элеваторный, Дом 10а",Курская область,1154632011808,4632210232,46.71
"ООО ""ПЕНЗЕНСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",КРЫЛОВА МАРИНА АЛЕКСАНДРОВНА,"440031, Область Пензенская, г. Пенза, Улица Бурмистрова, 6-А",Пензенская область,1065837032733,5837029290,46.71
"ООО ТОПЛИВНАЯ КОМПАНИЯ ""ФАРЕНГЕЙТ""",МИЩЕНКО АЛЕНА АНАТОЛЬЕВНА,"197373, г. Санкт-Петербург, Проспект Авиаконструкторов, 6",Санкт-Петербург,1027807565390,7814131460,46.71
"ООО ""ВОЛЖСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",КОЗИК ВАСИЛИЙ НИКОЛАЕВИЧ,"414024, Область Астраханская, г. Астрахань, Улица Дербентская 2-Я, Дом 34, Квартира 67",Астраханская область,1153025000105,3025013984,46.71
"ООО ""ТОПЛИВНАЯ КОМПАНИЯ ""ЛАРГО""",ЧЕРНОУСОВ ВИТАЛИЙ АНАТОЛЬЕВИЧ,"614025, Край Пермский, г. Пермь, Улица Бригадирская, Дом 14, Литер Д, Офис 21",Пермский край,1155958011032,5904047668,46.71
"ООО""ТОПЛИВНАЯ КОМПАНИЯ ""ГВИДОС""",ТЕРЕШКИНА ОЛЬГА СЕРГЕЕВНА,"614053, Край Пермский, г. Пермь, Улица Колыбалова, Дом 30, Квартира 7",Пермский край,1145958000132,5906995636,46.71
"ООО""ТОПЛИВНАЯ КОМПАНИЯ РЕСУРС""",ПИСКУНОВА ЛЮБОВЬ БОРИСОВНА,"683024, Край Камчатский, г. Петропавловск-Камчатский, Проспект Рыбаков, 1, 17",Камчатский край,1074101004152,4101117281,46.71
"ООО ""ВОЛГОГРАДСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",АЙЗИКОВИЧ ОЛЕГ МАРИАНОВИЧ,"400075, Область Волгоградская, г. Волгоград, Рабочий Поселок Гумрак, Улица Моторная, 21",Волгоградская область,1103443003762,3443099700,68.20
"ООО ""ПЕРВАЯ ТОПЛИВНАЯ КОМПАНИЯ""",СЮТИН АЛЕКСАНДР АЛЕКСАНДРОВИЧ,"238311, Область Калининградская, Район Гурьевский, Поселок Большое Исаково, Улица Кооперативная, 24, 2",Калининградская область,1093925040274,3917505953,46.71
"ООО ""ПИКАЛЕВСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ВАКУРИН СЕРГЕЙ НИКОЛАЕВИЧ,"187602, Область Ленинградская, Район Бокситогорский, г. Пикалево, Улица Металлургов, 1",Ленинградская область,1034700507984,4722002692,46.71
"ООО ""ГОРЬКОВСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ТОРОХОВА ИРИНА ВЛАДИМИРОВНА,"603138, Область Нижегородская, г. Нижний Новгород, Улица Комсомольская, 35а, 20",Нижегородская область,1125256002134,5256111090,46.71
"ООО ""ТД ""ТОПЛИВНОЕ ОБОРУДОВАНИЕ""",КОЧКИНА РОЗАЛИЯ БУЛАТОВНА,"454014, Область Челябинская, г. Челябинск, Улица Солнечная, Дом 7, Офис 107",Челябинская область,1147448013998,7448173739,46.69
"ООО ""ПРОКОПЬЕВСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ШКУРАТОВ ВЛАДИМИР АНАТОЛЬЕВИЧ,"630000, Область Новосибирская, г. Новосибирск, Улица Крылова, 14, 4",Новосибирская область,1054223032885,4223038950,45.20
"ООО ""МОСКОВСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ГАДЖИМАГОМЕДОВ ШАХБАН КУРБАНМАГОМЕДОВИЧ,"119620, г. Москва, Проспект Солнцевский, Дом 17/1, Помещение 7н",Москва,1167746289138,7729498806,46.71
"ООО ""ИНОВАЦИОННЫЕ ТОПЛИВНЫЕ ТЕХНОЛОГИИ""",ХАСИЕВ ХАМЗАТ ШИРВАНОВИЧ,"115191, г. Москва, Переулок Духовской, Дом 17, Э 2 Пом I К Ii Оф 17а",Москва,5177746058122,7726413770,46.71
"ООО ""ИРКУТСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",КОЧАНОВА ИРИНА ДМИТРИЕВНА,"664081, Область Иркутская, г. Иркутск, Улица Александра Невского, 99, 2, 24",Иркутская область,1103850012672,3811138816,02.20
"ООО ""ВИСТИНСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ПАРЕНКОВ СЕРГЕЙ АНАТОЛЬЕВИЧ,"198035, г. Санкт-Петербург, Канал Межевой, Дом 3, Корпус 2",Санкт-Петербург,1157847074934,7805307809,46.71
"ООО ""ПЕНЗЕНСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",СОСНОВ АЛЕКСАНДР ВЛАДИМИРОВИЧ,"440056, Область Пензенская, г. Пенза, Улица Ростовская, Дом 157, Квартира 1",Пензенская область,1175835001484,5837068540,46.71
"ООО ""ТОПЛИВНЫЙ АЛЬЯНС 43""",ГОЛИКОВ ЛЕОНИД НИКОЛАЕВИЧ,"610020, Область Кировская, г. Киров, Улица Карла Либкнехта, Дом 18, Помещение 1007",Кировская область,1124345023461,4345341111,46.90
"ООО ""ПРИПОЛЯРНАЯ ТОПЛИВНАЯ КОМПАНИЯ""",СЕМАШКО НИКОЛАЙ СТЕПАНОВИЧ,"629305, Автономный Округ Ямало-Ненецкий, г. Новый Уренгой, Улица Сибирская, 17, 19",Ямало-Ненецкий автономный округ,1098904003990,8904062809,46.71
"ООО ""ТОПЛИВНАЯ КОМПАНИЯ ""РЕСУРС""",КУЛИКОВА ОЛЬГА СЕРГЕЕВНА,"101000, г. Москва, Улица Мясницкая, 30/1/2, Стр.2",Москва,1077761030258,7701748020,46.12
"ООО ""ТОПЛИВНАЯ ОРЕНБУРГСКАЯ КОМПАНИЯ""",СЛАВГОРОДСКИХ ТАТЬЯНА АНАТОЛЬЕНА,"460050, Область Оренбургская, г. Оренбург, Улица Терешковой, 257, 7",Оренбургская область,1055611001687,5611032982,47.30
"ООО ""ЭКОЛОГИЧЕСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",АМБАРЦУМЯН ГАРЕГИН ДЖАНИКОВИЧ,"390042, Область Рязанская, г. Рязань, Улица Промышленная, Дом 21, Литера Р",Рязанская область,1166234055646,6229080159,47.30
"ООО ""ЮЖНАЯ ТОПЛИВНАЯ КОМПАНИЯ""",КАРАБАШЕВ ШАМИЛЬ ХАРШИМОВИЧ,"344045, Область Ростовская, г. Ростов-На-Дону, Улица Лелюшенко, Дом 19, Корпус 5, Комната 4-5-6-7",Ростовская область,1066164001661,6164244014,46.71
"ООО ""БАЙКАЛЬСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ШИХОВ АНДРЕЙ ВЛАДИМИРОВИЧ,"666033, Область Иркутская, г. Шелехов, Улица Култукский Тракт, 21, 26",Иркутская область,1113850017632,3848004801,46.71
"ООО ""ТОПЛИВНЫЙ АЛЬЯНС-КРЫМ""",ТОКАРЕВА ЛАРИСА ГРИГОРЬЕВНА,"295053, Республика Крым, г. Симферополь, Улица Мате Залки, Дом 1, Помещение 1, Кабинет 1",Республика Крым,1179102027928,9102237157,46.71
"ООО ""ВОЛЖСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",КРАСНИКОВА ЮЛИЯ ЕВГЕНЬЕВНА,"410002, Область Саратовская, г. Саратов, Набережная Космонавтов, Дом 7а, Помещение 312",Саратовская область,1176451018083,6450098653,46.71
"ООО ""ОБЪЕДИНЕННАЯ ТОПЛИВНАЯ КОМПАНИЯ""",НЕСНОВ ВАЛЕРИЙ НИКОЛАЕВИЧ,"115114, г. Москва, Улица Дербеневская, Дом 24, Строение 3",Москва,1157746859896,7725289150,46.71
"ООО ""ПКФ-ТОПЛИВНЫЕ СИСТЕМЫ""",КОЗЛОВ АЛЕКСАНДР ВИКТОРОВИЧ,"603108, Область Нижегородская, г. Нижний Новгород, Улица Ракетная, Дом 9ю, Офис 10",Нижегородская область,1175275030369,5257172064,45.31
"ООО ""ТОПЛИВНАЯ КОМПАНИЯ ФЕСКО""",ЛОГИНОВ КОНСТАНТИН ВАЛЕРЬЕВИЧ,"690091, Край Приморский, г. Владивосток, Улица Алеутская, Дом 15",Приморский край,1172536028697,2540229871,52.24
"ООО ""НЕФТЯНАЯ ТОПЛИВНАЯ КОМПАНИЯ""",АЛАДИН АНДРЕЙ ВЯЧЕСЛАВОВИЧ,"432011, Область Ульяновская, г. Ульяновск, Переулок Мира 1-Й, Дом 2, Этаж 5, Офис 509",Ульяновская область,1187325002787,7325158530,46.71
"ООО ""СИБИРСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",МАРКОВ СЕРГЕЙ ВАСИЛЬЕВИЧ,"666705, Область Иркутская, Район Киренский, г. Киренск, Микрорайон Балахня, Улица Полойская, 12",Иркутская область,1123818001625,3818030547,47.30
"ООО ""ВОЛЖСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",БОГДАНОВ ВИКТОР АНАТОЛЬЕВИЧ,"445043, Область Самарская, г. Тольятти, Улица Коммунальная, Дом 36 В",Самарская область,1026300973753,6315550810,46.71
"ООО ""ЭЛИСТИНСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",СКУРИДИН ОЛЕГ АЛЕКСЕЕВИЧ,"358000, Республика Калмыкия, г. Элиста, Улица Ю.Клыкова, 1, 608 ""А""",Республика Калмыкия,1120816007487,0816021277,19.20
"ООО ""УРАЛЬСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ШУГЛЯ ВАСИЛИЙ ДМИТРИЕВИЧ,"109316, г. Москва, Проспект Волгоградский, Дом 32, Корпус 39, Комната 206",Москва,1097232034349,7203242625,46.71
"ООО ""ВОЛГОДОНСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ГАСАНОВ ВЛАДИМИР АМИРОВИЧ,"347360, Область Ростовская, г. Волгодонск, Улица Маршала Кошевого, 48",Ростовская область,1096174000064,6143071160,77.39
"ООО ""АЛТАЙСКОЕ ТОПЛИВНОЕ АГЕНТСТВО""",МАМЕНТОВ АРТЕМ АНАТОЛЬЕВИЧ,"656010, Край Алтайский, г. Барнаул, Проспект Ленина, 195",Алтайский край,1042202166170,2224086463,46.71
"ООО ""КУРГАНСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ЛЮКШИН АЛЕКСАНДР ВЛАДИМИРОВИЧ,"641310, Область Курганская, Район Кетовский, Село Кетово, Улица Боровая, 2",Курганская область,1034521002560,4510019020,68.20
"ООО ""СВЕРДЛОВСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ЕЖЛОВ ЮРИЙ АНАТОЛЬЕВИЧ,"620017, Область Свердловская, г. Екатеринбург, Улица Старых Большевиков, 2, А, 521",Свердловская область,1076673024911,6673174322,46.71
"ООО ""ТУТАЕВСКОЕ ТОПЛИВНОЕ ПРЕДПРИЯТИЕ""",МОХОВ ЕВГЕНИЙ ПАВЛОВИЧ,"152300, Область Ярославская, Район Тутаевский, г. Тутаев, Улица Романовская, 32",Ярославская область,1147611002351,7611023999,46.71
"ООО ""ТОПЛИВНЫЕ ЭНЕРГЕТИЧЕСКИЕ СИСТЕМЫ""",ВЕРХОТУРОВ МАРК ВАЛЕРЬЕВИЧ,"152901, Область Ярославская, Район Рыбинский, г. Рыбинск, Улица Крестовая, 27, 11",Ярославская область,1127610001606,7610095729,02.20
"ООО ""ТОПЛИВНЫЙ РЕГИОН 58""",ЖУРАВЛЕВ ЕВГЕНИЙ ГЕННАДЬЕВИЧ,"442201, Область Пензенская, Район Каменский, Село Кевдо-Мельситово, Улица Молодежная, 17",Пензенская область,1135802000036,5802010130,46.7
"ООО  ""АТР-ТОПЛИВНАЯ ГРУППА""",ЗАХАРОВ АНДРЕЙ ГЕОРГИЕВИЧ,"454008, Область Челябинская, г. Челябинск, Проспект Свердловский, Дом 2, Офис 419",Челябинская область,1062540025514,2540120190,46.71
"ООО ""ЗАКАМЕНСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ДОРЖИЕВ БУЛАТ ЦЫРЕНОВИЧ,"671950, Республика Бурятия, Район Закаменский, г. Закаменск, Улица Ленина, 14, 3",Республика Бурятия,1040300650411,0307031383,47.19
"ООО ""ПЕРВАЯ ТОПЛИВНАЯ КОМПАНИЯ""",УФИМЦЕВ АНДРЕЙ ГЕОРГИЕВИЧ,"117405, г. Москва, Улица Кирпичные Выемки, Дом 2, Корпус 1, Помещение  Xi, Ком. 32 (Офис 5)",Москва,1167746882016,7707372990,46.71
"ООО ""КОМИ ТОПЛИВНАЯ КОМПАНИЯ""",СЛУКИН АНДРЕЙ АНАТОЛЬЕВИЧ,"167000, Республика Коми, г. Сыктывкар, Улица Бабушкина, 31",Республика Коми,1021100523036,1101022771,68.20
"ООО ""СИБИРСКИЕ ТОПЛИВНЫЕ ГРАНУЛЫ""",КОРИНЕВ СЕРГЕЙ БОРИСОВИЧ,"664007, Область Иркутская, г. Иркутск, Улица Карла Маркса, Дом 40, Этаж 5",Иркутская область,1143850047791,3811184604,16.10
"ООО ""НПФ ТОПЛИВНЫЕ СИСТЕМЫ""",КОСТЫЛЕВ ИВАН ВЛАДЕЛИНОВИЧ,"150040, Область Ярославская, г. Ярославль, Улица Володарского, 103, 214",Ярославская область,1117606000698,7606080286,72.1
"ООО ""ОБЪЕДИНЕННЫЕ ТОПЛИВНЫЕ РЕСУРСЫ""",БОНДАРЬ ЕКАТЕРИНА ПЕТРОВНА,"123100, г. Москва, Набережная Пресненская, Дом 12, Этаж 29 Ком А30",Москва,1177746671101,7703429935,46.71
"ООО ""ТОМСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",УВАРОВ АРТЕМ ИГОРЕВИЧ,"634009, Область Томская, г. Томск, Проспект Ленина, Дом 206б, Офис 3",Томская область,1167031064738,7017405576,46.71
"ООО  ""ТОПЛИВНАЯ КОМПАНИЯ  ""АПИКА""",ГОНЧАРОВА ЮЛИЯ ВАСИЛЬЕВНА,"309085, Область Белгородская, Район Яковлевский, Поселок Томаровка, Улица Белгородская, 118",Белгородская область,1143130000705,3121185986,47.30
"ООО ""УРАЛЬСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ГАЛЛЯМОВА ЛЕОНОРА ВИКТОРОВНА,"450075, Республика Башкортостан, г. Уфа, Улица Блюхера, Дом 8, Корпус А",Республика Башкортостан,1140280055442,0278215217,46.71
"ООО""ТОПЛИВНО-СБЫТОВАЯ КОМПАНИЯ""",ИВАНОВ ИВАН ВЛАДИМИРОВИЧ,"127411, г. Москва, Улица Яхромская, 2, 45",Москва,1027739060667,7713318487,0
"ООО ""СЕВЕРОВОСТОЧНАЯ ТОПЛИВНАЯ КОМПАНИЯ""",СИБАГАТОВ БУЛАТ ГАБТУЛЬБАРОВИЧ,"614065, Край Пермский, г. Пермь, Улица Промышленная, Дом 62",Пермский край,1085905008540,5905265891,46.71
"ООО ""СИБИРСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",СТЕФАНКОВ ГЕННАДИЙ ПЕТРОВИЧ,"660020, Край Красноярский, г. Красноярск, Улица Шахтеров, Дом 49ж, Строение 4 Склад 6, Помещение 2 Офис 2",Красноярский край,1172468069278,2466187076,46.71
"ООО  ""ТОПЛИВНАЯ СЕРВИСНАЯ КОМПАНИЯ""",ГАЕР ИНГА АЛЕКСАНДРОВНА,"194044, г. Санкт-Петербург, Набережная Выборгская, 29, Литер А, 306",Санкт-Петербург,1077847047915,7805422470,46.71
"ООО ""ТОПЛИВНАЯ КОМПАНИЯ ""НЕФТЕСИНТЕЗ""",РОМАНЧЕНКО СЕРГЕЙ ВЛАДИМИРОВИЧ,"119334, г. Москва, Улица Бардина, 4, Стр.1",Москва,1137746057350,7736654774,47.3
"ООО ""ТОПЛИВНЫЕ СИСТЕМЫ И АВТОМАТИКА""",ТКАЧЕНКО СЕРГЕЙ ВАЛЕНТИНОВИЧ,"125252, г. Москва, Бульвар Ходынский, Дом 9, Квартира 26",Москва,5167746435170,7723494530,46.69
"ООО ""ШУЙСКАЯ ТОПЛИВНАЯ БАЗА""",ТОЛСТЯКОВ АНДРЕЙ АЛЕКСАНДРОВИЧ,"155912, Область Ивановская, Район Шуйский, г. Шуя, Улица Школьная 1-Я, Дом 4",Ивановская область,1173702004651,3706024753,46.71
"ООО ""ВОЛЖСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",КОВЕШНИКОВ ВИТАЛИЙ ИВАНОВИЧ,"443112, Область Самарская, г. Самара, Улица Новоурицкого, 46, А",Самарская область,1026300533830,6311058340,0
"ООО ""ТОПЛИВНАЯ ЛИНИЯ АГЕНТ""",ОКАТЕНКО ДМИТРИЙ ВАЛЕРЬЕВИЧ,"127051, г. Москва, Площадь Сухаревская М., 6, Стр.1",Москва,1137746369199,7702814035,46.12
"ООО ""ТОПЛИВНО-ТРАНСПОРТНАЯ КОМПАНИЯ""",ЩЕРБАШИН МАКСИМ ГЕННАДИЕВИЧ,"634050, Область Томская, г. Томск, Тракт Московский, Дом 2г, Офис 302",Томская область,1177031073933,7017425283,46.71
"ООО ""ТОПЛИВНАЯ КОМПАНИЯ ""УГОЛЁК""",ШАНЫГИНА ЮЛИЯ ВЛАДИМИРОВНА,"109559, г. Москва, Улица Краснодарская, Дом 74, Корпус 2",Москва,1075509000160,5509006371,46.71
"ООО  ""КОМПАНИЯ ""ТОПЛИВНЫЙ РЕГИОН""",КТИТОРОВА НАТАЛЬЯ ВЛАДИМИРОВНА,"443045, Область Самарская, г. Самара, Улица Авроры, Дом 150, Комната 9",Самарская область,1156316002325,6316206150,46.90
"ООО ""ТОПЛИВНАЯ КОМПАНИЯ ""ЭНЕРГОПРОЕКТ""",РЫЖИХ АЛЕКСАНДР ВИТАЛЬЕВИЧ,"125368, г. Москва, Улица Барышиха, 19",Москва,1037739853084,7733504869,0
"ООО ""ВИСТИНСКИЙ ТОПЛИВНЫЙ ТЕРМИНАЛ""",АБРАМЧЕНКО МАКСИМ ВАЛЕРЬЕВИЧ,"188477, Область Ленинградская, Район Кингисеппский, Деревня Вистино, Здание Консервного Цеха № 2 Инв.№ 1737, Лит.А, Этаж 3",Ленинградская область,1134707001110,4707035654,68.20
"ООО ""КРАСНОЯРСКАЯ ТОПЛИВНАЯ КОМПАНИЯ""",ПИЛИПЧУК ИГОРЬ АНДРЕЕВИЧ,"660077, Край Красноярский, г. Красноярск, Улица Авиаторов, Дом 21, Помещение 642",Красноярский край,1142468037700,2466274064,46.71
